#  GR700XD order 1 plus CLEAR
#Wavelength      OTE             POM             TMA          Pupil Wheel     Filter Wheel      CTMA          Detector         Final
   0.58100   3.4349999e-01   2.9085213e-01   1.7656669e-01   1.6002611e-03   1.6002611e-03   9.7146549e-04   7.6687481e-04   7.6687481e-04
   0.58200   3.4909999e-01   2.9591027e-01   1.8021488e-01   1.6381046e-03   1.6381046e-03   9.9763623e-04   7.8883098e-04   7.8883098e-04
   0.58300   3.5450000e-01   3.0079937e-01   1.8376337e-01   1.6752329e-03   1.6752329e-03   1.0234278e-03   8.1055483e-04   8.1055483e-04
   0.58400   3.5960001e-01   3.0544266e-01   1.8718016e-01   1.7088632e-03   1.7088632e-03   1.0472188e-03   8.3075865e-04   8.3075865e-04
   0.58500   3.6460000e-01   3.1002352e-01   1.9060248e-01   1.7413709e-03   1.7413709e-03   1.0705950e-03   8.5069478e-04   8.5069478e-04
   0.58600   3.6950001e-01   3.1450805e-01   1.9394729e-01   1.7732155e-03   1.7732155e-03   1.0934866e-03   8.7030593e-04   8.7030593e-04
   0.58700   3.7430000e-01   3.1893525e-01   1.9731067e-01   1.8039661e-03   1.8039661e-03   1.1160314e-03   8.8970026e-04   8.8970026e-04
   0.58800   3.7889999e-01   3.2318532e-01   2.0055462e-01   1.8322950e-03   1.8322950e-03   1.1370418e-03   9.0792793e-04   9.0792793e-04
   0.58900   3.8360000e-01   3.2754302e-01   2.0390956e-01   1.8588905e-03   1.8588905e-03   1.1572390e-03   9.2544401e-04   9.2544401e-04
   0.59000   3.8820001e-01   3.3181745e-01   2.0721932e-01   1.8835675e-03   1.8835675e-03   1.1762840e-03   9.4220351e-04   9.4220351e-04
   0.59100   3.9289999e-01   3.3617556e-01   2.1058068e-01   1.9085370e-03   1.9085370e-03   1.1955092e-03   9.5915701e-04   9.5915701e-04
   0.59200   3.9760000e-01   3.4055674e-01   2.1400249e-01   1.9338742e-03   1.9338742e-03   1.2152275e-03   9.7643532e-04   9.7643532e-04
   0.59300   4.0239999e-01   3.4503132e-01   2.1750049e-01   1.9553902e-03   1.9553902e-03   1.2326369e-03   9.9202606e-04   9.9202606e-04
   0.59400   4.0740001e-01   3.4968570e-01   2.2113037e-01   1.9762951e-03   1.9762951e-03   1.2497476e-03   1.0072965e-03   1.0072965e-03
   0.59500   4.1299999e-01   3.5486388e-01   2.2511119e-01   1.9999328e-03   1.9999328e-03   1.2686759e-03   1.0242020e-03   1.0242020e-03
   0.59600   4.1434699e-01   3.5638744e-01   2.2677591e-01   2.0011908e-03   2.0011908e-03   1.2733947e-03   1.0295396e-03   1.0295396e-03
   0.59700   4.1569400e-01   3.5791856e-01   2.2846285e-01   2.0009300e-03   2.0009300e-03   1.2772129e-03   1.0341593e-03   1.0341593e-03
   0.59800   4.1703999e-01   3.5945079e-01   2.3015726e-01   1.9974587e-03   1.9974587e-03   1.2789780e-03   1.0372511e-03   1.0372511e-03
   0.59900   4.1838700e-01   3.6100137e-01   2.3190004e-01   1.9925963e-03   1.9925963e-03   1.2800039e-03   1.0396192e-03   1.0396192e-03
   0.60000   4.1973400e-01   3.6253792e-01   2.3360994e-01   1.9856051e-03   1.9856051e-03   1.2794720e-03   1.0407225e-03   1.0407225e-03
   0.60100   4.2468801e-01   3.6719486e-01   2.3734300e-01   1.9953044e-03   1.9953044e-03   1.2897009e-03   1.0505903e-03   1.0505903e-03
   0.60200   4.2964199e-01   3.7185371e-01   2.4108399e-01   2.0011803e-03   2.0011803e-03   1.2974257e-03   1.0584400e-03   1.0584400e-03
   0.60300   4.3459600e-01   3.7654319e-01   2.4490748e-01   2.0069384e-03   2.0069384e-03   1.3053330e-03   1.0664570e-03   1.0664570e-03
   0.60400   4.3955001e-01   3.8122466e-01   2.4871331e-01   2.0100935e-03   2.0100935e-03   1.3113974e-03   1.0729854e-03   1.0729854e-03
   0.60500   4.4450399e-01   3.8591409e-01   2.5254309e-01   2.0109070e-03   2.0109070e-03   1.3159424e-03   1.0782832e-03   1.0782832e-03
   0.60600   4.4945800e-01   3.9062867e-01   2.5644195e-01   2.0096481e-03   2.0096481e-03   1.3193042e-03   1.0826210e-03   1.0826210e-03
   0.60700   4.5441100e-01   3.9533356e-01   2.6032043e-01   2.0072500e-03   2.0072500e-03   1.3217399e-03   1.0862058e-03   1.0862058e-03
   0.60800   4.5936501e-01   4.0005779e-01   2.6425138e-01   2.0025207e-03   2.0025207e-03   1.3227310e-03   1.0884753e-03   1.0884753e-03
   0.60900   4.6431899e-01   4.0477976e-01   2.6817968e-01   1.9949512e-03   1.9949512e-03   1.3217196e-03   1.0892291e-03   1.0892291e-03
   0.61000   4.6927300e-01   4.0952709e-01   2.7217856e-01   1.9849981e-03   1.9849981e-03   1.3192629e-03   1.0886558e-03   1.0886558e-03
   0.61100   4.7360900e-01   4.1372523e-01   2.7579612e-01   1.9711533e-03   1.9711533e-03   1.3140036e-03   1.0858926e-03   1.0858926e-03
   0.61200   4.7794399e-01   4.1794020e-01   2.7946386e-01   1.9566047e-03   1.9566047e-03   1.3083218e-03   1.0826363e-03   1.0826363e-03
   0.61300   4.8227900e-01   4.2215130e-01   2.8312457e-01   1.9390606e-03   1.9390606e-03   1.3004714e-03   1.0777006e-03   1.0777006e-03
   0.61400   4.8661399e-01   4.2638725e-01   2.8685543e-01   1.9208699e-03   1.9208699e-03   1.2922806e-03   1.0723345e-03   1.0723345e-03
   0.61500   4.9094999e-01   4.3063104e-01   2.9060936e-01   1.9036190e-03   1.9036190e-03   1.2846484e-03   1.0674144e-03   1.0674144e-03
   0.61600   4.9528500e-01   4.3485573e-01   2.9431695e-01   1.8849764e-03   1.8849764e-03   1.2757806e-03   1.0614495e-03   1.0614495e-03
   0.61700   4.9961999e-01   4.3911275e-01   2.9811564e-01   1.8658224e-03   1.8658224e-03   1.2667152e-03   1.0553005e-03   1.0553005e-03
   0.61800   5.0395501e-01   4.4335821e-01   3.0188653e-01   1.8453901e-03   1.8453901e-03   1.2565424e-03   1.0482077e-03   1.0482077e-03
   0.61900   5.0829101e-01   4.4762254e-01   3.0571058e-01   1.8262019e-03   1.8262019e-03   1.2472323e-03   1.0418132e-03   1.0418132e-03
   0.62000   5.1262599e-01   4.5190027e-01   3.0957693e-01   1.8061956e-03   1.8061956e-03   1.2373448e-03   1.0349152e-03   1.0349152e-03
   0.62100   5.1644701e-01   4.5571259e-01   3.1310266e-01   1.7852488e-03   1.7852488e-03   1.2265759e-03   1.0272573e-03   1.0272573e-03
   0.62200   5.2026802e-01   4.5954230e-01   3.1667995e-01   1.7636538e-03   1.7636538e-03   1.2153698e-03   1.0192090e-03   1.0192090e-03
   0.62300   5.2408898e-01   4.6336624e-01   3.2024506e-01   1.7389210e-03   1.7389210e-03   1.2018158e-03   1.0090446e-03   1.0090446e-03
   0.62400   5.2790999e-01   4.6721536e-01   3.2388344e-01   1.7157304e-03   1.7157304e-03   1.1893802e-03   9.9991192e-04   9.9991192e-04
   0.62500   5.3173101e-01   4.7106260e-01   3.2752055e-01   1.6915683e-03   1.6915683e-03   1.1761141e-03   9.8993524e-04   9.8993524e-04
   0.62600   5.3555202e-01   4.7490421e-01   3.3114564e-01   1.6685767e-03   1.6685767e-03   1.1634808e-03   9.8058162e-04   9.8058162e-04
   0.62700   5.3937298e-01   4.7876316e-01   3.3482304e-01   1.6471486e-03   1.6471486e-03   1.1519335e-03   9.7200146e-04   9.7200146e-04
   0.62800   5.4319400e-01   4.8261645e-01   3.3848828e-01   1.6247843e-03   1.6247843e-03   1.1395600e-03   9.6270029e-04   9.6270029e-04
   0.62900   5.4701501e-01   4.8648715e-01   3.4220615e-01   1.6017918e-03   1.6017918e-03   1.1267369e-03   9.5299404e-04   9.5299404e-04
   0.63000   5.5083603e-01   4.9034387e-01   3.4588835e-01   1.5823353e-03   1.5823353e-03   1.1161787e-03   9.4529171e-04   9.4529171e-04
   0.63100   5.5416399e-01   4.9379474e-01   3.4935823e-01   1.5634653e-03   1.5634653e-03   1.1061468e-03   9.3779131e-04   9.3779131e-04
   0.63200   5.5749202e-01   4.9722290e-01   3.5276747e-01   1.5459788e-03   1.5459788e-03   1.0968341e-03   9.3099277e-04   9.3099277e-04
   0.63300   5.6081897e-01   5.0066286e-01   3.5621595e-01   1.5303892e-03   1.5303892e-03   1.0888545e-03   9.2530856e-04   9.2530856e-04
   0.63400   5.6414700e-01   5.0412059e-01   3.5971698e-01   1.5191963e-03   1.5191963e-03   1.0840277e-03   9.2229072e-04   9.2229072e-04
   0.63500   5.6747502e-01   5.0756311e-01   3.6317828e-01   1.5097357e-03   1.5097357e-03   1.0802661e-03   9.2006265e-04   9.2006265e-04
   0.63600   5.7080299e-01   5.1101851e-01   3.6668053e-01   1.5024148e-03   1.5024148e-03   1.0780554e-03   9.1925781e-04   9.1925781e-04
   0.63700   5.7413000e-01   5.1448977e-01   3.7023401e-01   1.4973374e-03   1.4973374e-03   1.0775048e-03   9.1975817e-04   9.1975817e-04
   0.63800   5.7745802e-01   5.1794666e-01   3.7374797e-01   1.4991591e-03   1.4991591e-03   1.0817865e-03   9.2449470e-04   9.2449470e-04
   0.63900   5.8078599e-01   5.2140820e-01   3.7727934e-01   1.5008172e-03   1.5008172e-03   1.0859579e-03   9.2903693e-04   9.2903693e-04
   0.64000   5.8411402e-01   5.2487439e-01   3.8082781e-01   1.5098832e-03   1.5098832e-03   1.0955107e-03   9.3819533e-04   9.3819533e-04
   0.64100   5.8733499e-01   5.2824903e-01   3.8432375e-01   1.5211955e-03   1.5211955e-03   1.1067347e-03   9.4880367e-04   9.4880367e-04
   0.64200   5.9055698e-01   5.3162915e-01   3.8783744e-01   1.5376746e-03   1.5376746e-03   1.1217740e-03   9.6270646e-04   9.6270646e-04
   0.64300   5.9377801e-01   5.3501296e-01   3.9136758e-01   1.5594551e-03   1.5594551e-03   1.1407577e-03   9.8002492e-04   9.8002492e-04
   0.64400   5.9700000e-01   5.3840196e-01   3.9491495e-01   1.5866815e-03   1.5866815e-03   1.1638224e-03   1.0008872e-03   1.0008872e-03
   0.64500   6.0022098e-01   5.4179478e-01   3.9847922e-01   1.6194953e-03   1.6194953e-03   1.1911064e-03   1.0253044e-03   1.0253044e-03
   0.64600   6.0344303e-01   5.4519284e-01   4.0206084e-01   1.6580427e-03   1.6580427e-03   1.2227490e-03   1.0536428e-03   1.0536428e-03
   0.64700   6.0666400e-01   5.4857337e-01   4.0559652e-01   1.7022033e-03   1.7022033e-03   1.2585514e-03   1.0855006e-03   1.0855006e-03
   0.64800   6.0988599e-01   5.5198038e-01   4.0921226e-01   1.7526478e-03   1.7526478e-03   1.2993306e-03   1.1218421e-03   1.1218421e-03
   0.64900   6.1310703e-01   5.5539083e-01   4.1284403e-01   1.8092601e-03   1.8092601e-03   1.3448948e-03   1.1622581e-03   1.1622581e-03
   0.65000   6.1632901e-01   5.5878544e-01   4.1643038e-01   1.8746738e-03   1.8746738e-03   1.3970856e-03   1.2084791e-03   1.2084791e-03
   0.65100   6.1920297e-01   5.6188095e-01   4.1983449e-01   1.9261838e-03   1.9261838e-03   1.4392345e-03   1.2460892e-03   1.2460892e-03
   0.65200   6.2207699e-01   5.6496775e-01   4.2321613e-01   1.9837874e-03   1.9837874e-03   1.4860509e-03   1.2878117e-03   1.2878117e-03
   0.65300   6.2495100e-01   5.6805831e-01   4.2661268e-01   2.0449634e-03   2.0449634e-03   1.5357707e-03   1.3321275e-03   1.3321275e-03
   0.65400   6.2782502e-01   5.7114357e-01   4.2999685e-01   2.1125013e-03   2.1125013e-03   1.5904388e-03   1.3808189e-03   1.3808189e-03
   0.65500   6.3069898e-01   5.7424164e-01   4.3342340e-01   2.1868076e-03   2.1868076e-03   1.6505483e-03   1.4341614e-03   1.4341614e-03
   0.65600   6.3357300e-01   5.7733417e-01   4.3683660e-01   2.2677453e-03   2.2677453e-03   1.7158766e-03   1.4922980e-03   1.4922980e-03
   0.65700   6.3644600e-01   5.8043861e-01   4.4029173e-01   2.3528221e-03   2.3528221e-03   1.7847333e-03   1.5534319e-03   1.5534319e-03
   0.65800   6.3932002e-01   5.8353853e-01   4.4373459e-01   2.4477108e-03   2.4477108e-03   1.8612893e-03   1.6215553e-03   1.6215553e-03
   0.65900   6.4219397e-01   5.8664197e-01   4.4719172e-01   2.5497978e-03   2.5497978e-03   1.9436872e-03   1.6947009e-03   1.6947009e-03
   0.66000   6.4506799e-01   5.8973658e-01   4.5062554e-01   2.6560186e-03   2.6560186e-03   2.0294990e-03   1.7709408e-03   1.7709408e-03
   0.66100   6.4719701e-01   5.9216559e-01   4.5358962e-01   2.7697226e-03   2.7697226e-03   2.1215645e-03   1.8527623e-03   1.8527623e-03
   0.66200   6.4932603e-01   5.9457505e-01   4.5649737e-01   2.8903815e-03   2.8903815e-03   2.2191505e-03   1.9395376e-03   1.9395376e-03
   0.66300   6.5145499e-01   5.9700894e-01   4.5948371e-01   3.0189594e-03   3.0189594e-03   2.3235208e-03   2.0323838e-03   2.0323838e-03
   0.66400   6.5358400e-01   5.9942347e-01   4.6241376e-01   3.1516457e-03   3.1516457e-03   2.4312767e-03   2.1283396e-03   2.1283396e-03
   0.66500   6.5571302e-01   6.0184032e-01   4.6535417e-01   3.2920132e-03   3.2920132e-03   2.5454462e-03   2.2298107e-03   2.2298107e-03
   0.66600   6.5784198e-01   6.0425949e-01   4.6830538e-01   3.4401899e-03   3.4401899e-03   2.6661714e-03   2.3374325e-03   2.3374325e-03
   0.66700   6.5997100e-01   6.0668099e-01   4.7126696e-01   3.5994239e-03   3.5994239e-03   2.7960157e-03   2.4532240e-03   2.4532240e-03
   0.66800   6.6210002e-01   6.0908276e-01   4.7417045e-01   3.7662126e-03   3.7662126e-03   2.9319935e-03   2.5742904e-03   2.5742904e-03
   0.66900   6.6422898e-01   6.1150908e-01   4.7715363e-01   3.9385930e-03   3.9385930e-03   3.0732395e-03   2.7001482e-03   2.7001482e-03
   0.67000   6.6635799e-01   6.1391568e-01   4.8007819e-01   4.1218791e-03   4.1218791e-03   3.2232834e-03   2.8342332e-03   2.8342332e-03
   0.67100   6.6848701e-01   6.1633706e-01   4.8305240e-01   4.3107499e-03   4.3107499e-03   3.3785379e-03   2.9727754e-03   2.9727754e-03
   0.67200   6.7061597e-01   6.1874801e-01   4.8599693e-01   4.5110239e-03   4.5110239e-03   3.5431932e-03   3.1197816e-03   3.1197816e-03
   0.67300   6.7274499e-01   6.2115163e-01   4.8892152e-01   4.7229379e-03   4.7229379e-03   3.7175240e-03   3.2755104e-03   3.2755104e-03
   0.67400   6.7487401e-01   6.2356740e-01   4.9188715e-01   4.9407361e-03   4.9407361e-03   3.8973887e-03   3.4363274e-03   3.4363274e-03
   0.67500   6.7700303e-01   6.2595302e-01   4.9476066e-01   5.1696952e-03   5.1696952e-03   4.0861885e-03   3.6052442e-03   3.6052442e-03
   0.67600   6.7913198e-01   6.2837321e-01   4.9774623e-01   5.4054945e-03   5.4054945e-03   4.2817937e-03   3.7803957e-03   3.7803957e-03
