#  GR700XD order 2 plus CLEAR
#Wavelength      OTE             POM             TMA          Pupil Wheel     Filter Wheel      CTMA          Detector         Final
   0.61500   4.9094999e-01   4.3063104e-01   2.9060936e-01   7.8204446e-02   7.8204446e-02   5.2775905e-02   4.3851499e-02   4.3851499e-02
   0.61600   4.9528500e-01   4.3485573e-01   2.9431695e-01   7.9961248e-02   7.9961248e-02   5.4118983e-02   4.5026995e-02   4.5026995e-02
   0.61700   4.9961999e-01   4.3911275e-01   2.9811564e-01   8.1797734e-02   8.1797734e-02   5.5532854e-02   4.6264421e-02   4.6264421e-02
   0.61800   5.0395501e-01   4.4335821e-01   3.0188653e-01   8.3669022e-02   8.3669022e-02   5.6970976e-02   4.7525190e-02   4.7525190e-02
   0.61900   5.0829101e-01   4.4762254e-01   3.0571058e-01   8.5594341e-02   8.5594341e-02   5.8457952e-02   4.8829928e-02   4.8829928e-02
   0.62000   5.1262599e-01   4.5190027e-01   3.0957693e-01   8.7559439e-02   8.7559439e-02   5.9983104e-02   5.0169867e-02   5.0169867e-02
   0.62100   5.1644701e-01   4.5571259e-01   3.1310266e-01   8.9457572e-02   8.9457572e-02   6.1462868e-02   5.1475149e-02   5.1475149e-02
   0.62200   5.2026802e-01   4.5954230e-01   3.1667995e-01   9.1359377e-02   9.1359377e-02   6.2957607e-02   5.2796248e-02   5.2796248e-02
   0.62300   5.2408898e-01   4.6336624e-01   3.2024506e-01   9.3237162e-02   9.3237162e-02   6.4438745e-02   5.4102771e-02   5.4102771e-02
   0.62400   5.2790999e-01   4.6721536e-01   3.2388344e-01   9.5129631e-02   9.5129631e-02   6.5945849e-02   5.5440672e-02   5.5440672e-02
   0.62500   5.3173101e-01   4.7106260e-01   3.2752055e-01   9.7020879e-02   9.7020879e-02   6.7456707e-02   5.6778312e-02   5.6778312e-02
   0.62600   5.3555202e-01   4.7490421e-01   3.3114564e-01   9.8904878e-02   9.8904878e-02   6.8965316e-02   5.8123969e-02   5.8123969e-02
   0.62700   5.3937298e-01   4.7876316e-01   3.3482304e-01   1.0081570e-01   1.0081570e-01   7.0505463e-02   5.9492510e-02   5.9492510e-02
   0.62800   5.4319400e-01   4.8261645e-01   3.3848828e-01   1.0271150e-01   1.0271150e-01   7.2037823e-02   6.0857553e-02   6.0857553e-02
   0.62900   5.4701501e-01   4.8648715e-01   3.4220615e-01   1.0458156e-01   1.0458156e-01   7.3565051e-02   6.2221318e-02   6.2221318e-02
   0.63000   5.5083603e-01   4.9034387e-01   3.4588835e-01   1.0645218e-01   1.0645218e-01   7.5091325e-02   6.3594840e-02   6.3594840e-02
   0.63100   5.5416399e-01   4.9379474e-01   3.4935823e-01   1.0832153e-01   1.0832153e-01   7.6637141e-02   6.4972967e-02   6.4972967e-02
   0.63200   5.5749202e-01   4.9722290e-01   3.5276747e-01   1.1020887e-01   1.1020887e-01   7.8190491e-02   6.6368088e-02   6.6368088e-02
   0.63300   5.6081897e-01   5.0066286e-01   3.5621595e-01   1.1214115e-01   1.1214115e-01   7.9787157e-02   6.7803122e-02   6.7803122e-02
   0.63400   5.6414700e-01   5.0412059e-01   3.5971698e-01   1.1408760e-01   1.1408760e-01   8.1407599e-02   6.9261581e-02   6.9261581e-02
   0.63500   5.6747502e-01   5.0756311e-01   3.6317828e-01   1.1598238e-01   1.1598238e-01   8.2989253e-02   7.0681944e-02   7.0681944e-02
   0.63600   5.7080299e-01   5.1101851e-01   3.6668053e-01   1.1790309e-01   1.1790309e-01   8.4601179e-02   7.2139427e-02   7.2139427e-02
   0.63700   5.7413000e-01   5.1448977e-01   3.7023401e-01   1.1991954e-01   1.1991954e-01   8.6295776e-02   7.3662080e-02   7.3662080e-02
   0.63800   5.7745802e-01   5.1794666e-01   3.7374797e-01   1.2194236e-01   1.2194236e-01   8.7993048e-02   7.5198859e-02   7.5198859e-02
   0.63900   5.8078599e-01   5.2140820e-01   3.7727934e-01   1.2393249e-01   1.2393249e-01   8.9674786e-02   7.6716781e-02   7.6716781e-02
   0.64000   5.8411402e-01   5.2487439e-01   3.8082781e-01   1.2593891e-01   1.2593891e-01   9.1376223e-02   7.8254595e-02   7.8254595e-02
   0.64100   5.8733499e-01   5.2824903e-01   3.8432375e-01   1.2796390e-01   1.2796390e-01   9.3099207e-02   7.9813950e-02   7.9813950e-02
   0.64200   5.9055698e-01   5.3162915e-01   3.8783744e-01   1.3001063e-01   1.3001063e-01   9.4846174e-02   8.1396990e-02   8.1396990e-02
   0.64300   5.9377801e-01   5.3501296e-01   3.9136758e-01   1.3206066e-01   1.3206066e-01   9.6603759e-02   8.2992285e-02   8.2992285e-02
   0.64400   5.9700000e-01   5.3840196e-01   3.9491495e-01   1.3413742e-01   1.3413742e-01   9.8389082e-02   8.4614612e-02   8.4614612e-02
   0.64500   6.0022098e-01   5.4179478e-01   3.9847922e-01   1.3627800e-01   1.3627800e-01   1.0022975e-01   8.6277768e-02   8.6277768e-02
   0.64600   6.0344303e-01   5.4519284e-01   4.0206084e-01   1.3841191e-01   1.3841191e-01   1.0207399e-01   8.7957159e-02   8.7957159e-02
   0.64700   6.0666400e-01   5.4857337e-01   4.0559652e-01   1.4042506e-01   1.4042506e-01   1.0382552e-01   8.9549512e-02   8.9549512e-02
   0.64800   6.0988599e-01   5.5198038e-01   4.0921226e-01   1.4240128e-01   1.4240128e-01   1.0556960e-01   9.1148794e-02   9.1148794e-02
   0.64900   6.1310703e-01   5.5539083e-01   4.1284403e-01   1.4436308e-01   1.4436308e-01   1.0731080e-01   9.2737995e-02   9.2737995e-02
   0.65000   6.1632901e-01   5.5878544e-01   4.1643038e-01   1.4628530e-01   1.4628530e-01   1.0901795e-01   9.4300523e-02   9.4300523e-02
   0.65100   6.1920297e-01   5.6188095e-01   4.1983449e-01   1.4813802e-01   1.4813802e-01   1.1068795e-01   9.5833629e-02   9.5833629e-02
   0.65200   6.2207699e-01   5.6496775e-01   4.2321613e-01   1.4996536e-01   1.4996536e-01   1.1233874e-01   9.7352743e-02   9.7352743e-02
   0.65300   6.2495100e-01   5.6805831e-01   4.2661268e-01   1.5178834e-01   1.5178834e-01   1.1399327e-01   9.8877765e-02   9.8877765e-02
   0.65400   6.2782502e-01   5.7114357e-01   4.2999685e-01   1.5359682e-01   1.5359682e-01   1.1563843e-01   1.0039728e-01   1.0039728e-01
   0.65500   6.3069898e-01   5.7424164e-01   4.3342340e-01   1.5542999e-01   1.5542999e-01   1.1731471e-01   1.0193475e-01   1.0193475e-01
   0.65600   6.3357300e-01   5.7733417e-01   4.3683660e-01   1.5723903e-01   1.5723903e-01   1.1897402e-01   1.0347171e-01   1.0347171e-01
   0.65700   6.3644600e-01   5.8043861e-01   4.4029173e-01   1.5899356e-01   1.5899356e-01   1.2060457e-01   1.0497422e-01   1.0497422e-01
   0.65800   6.3932002e-01   5.8353853e-01   4.4373459e-01   1.6078106e-01   1.6078106e-01   1.2226119e-01   1.0651395e-01   1.0651395e-01
   0.65900   6.4219397e-01   5.8664197e-01   4.4719172e-01   1.6265632e-01   1.6265632e-01   1.2399141e-01   1.0810811e-01   1.0810811e-01
   0.66000   6.4506799e-01   5.8973658e-01   4.5062554e-01   1.6455065e-01   1.6455065e-01   1.2573533e-01   1.0971665e-01   1.0971665e-01
   0.66100   6.4719701e-01   5.9216559e-01   4.5358962e-01   1.6626754e-01   1.6626754e-01   1.2735835e-01   1.1122204e-01   1.1122204e-01
   0.66200   6.4932603e-01   5.9457505e-01   4.5649737e-01   1.6792965e-01   1.6792965e-01   1.2893149e-01   1.1268613e-01   1.1268613e-01
   0.66300   6.5145499e-01   5.9700894e-01   4.5948371e-01   1.6954306e-01   1.6954306e-01   1.3048762e-01   1.1413752e-01   1.1413752e-01
   0.66400   6.5358400e-01   5.9942347e-01   4.6241376e-01   1.7109022e-01   1.7109022e-01   1.3198426e-01   1.1553902e-01   1.1553902e-01
   0.66500   6.5571302e-01   6.0184032e-01   4.6535417e-01   1.7261009e-01   1.7261009e-01   1.3346535e-01   1.1691564e-01   1.1691564e-01
   0.66600   6.5784198e-01   6.0425949e-01   4.6830538e-01   1.7413013e-01   1.7413013e-01   1.3495208e-01   1.1831249e-01   1.1831249e-01
   0.66700   6.5997100e-01   6.0668099e-01   4.7126696e-01   1.7570624e-01   1.7570624e-01   1.3648778e-01   1.1975437e-01   1.1975437e-01
   0.66800   6.6210002e-01   6.0908276e-01   4.7417045e-01   1.7724462e-01   1.7724462e-01   1.3798480e-01   1.2115066e-01   1.2115066e-01
   0.66900   6.6422898e-01   6.1150908e-01   4.7715363e-01   1.7871089e-01   1.7871089e-01   1.3944609e-01   1.2251734e-01   1.2251734e-01
   0.67000   6.6635799e-01   6.1391568e-01   4.8007819e-01   1.8010543e-01   1.8010543e-01   1.4084131e-01   1.2384176e-01   1.2384176e-01
   0.67100   6.6848701e-01   6.1633706e-01   4.8305240e-01   1.8149666e-01   1.8149666e-01   1.4224750e-01   1.2516357e-01   1.2516357e-01
   0.67200   6.7061597e-01   6.1874801e-01   4.8599693e-01   1.8288979e-01   1.8288979e-01   1.4365117e-01   1.2648486e-01   1.2648486e-01
   0.67300   6.7274499e-01   6.2115163e-01   4.8892152e-01   1.8434043e-01   1.8434043e-01   1.4509824e-01   1.2784606e-01   1.2784606e-01
   0.67400   6.7487401e-01   6.2356740e-01   4.9188715e-01   1.8579122e-01   1.8579122e-01   1.4655723e-01   1.2921950e-01   1.2921950e-01
   0.67500   6.7700303e-01   6.2595302e-01   4.9476066e-01   1.8711278e-01   1.8711278e-01   1.4789616e-01   1.3048878e-01   1.3048878e-01
   0.67600   6.7913198e-01   6.2837321e-01   4.9774623e-01   1.8843327e-01   1.8843327e-01   1.4926153e-01   1.3178301e-01   1.3178301e-01
