#GR700XD order  3:                1.30000  7.586031e-05  1.991891e+04  2.680489e-15  1.511054e-03
#                              Wavelength    Response
                                  0.67083  5.167335e+05
                                  0.67113  5.218907e+05
                                  0.67144  5.271725e+05
                                  0.67174  5.325872e+05
                                  0.67204  5.379302e+05
                                  0.67234  5.427817e+05
                                  0.67265  5.477283e+05
                                  0.67295  5.527676e+05
                                  0.67325  5.579004e+05
                                  0.67355  5.631679e+05
                                  0.67386  5.685484e+05
                                  0.67416  5.737811e+05
                                  0.67446  5.789045e+05
                                  0.67476  5.841364e+05
                                  0.67507  5.894963e+05
                                  0.67537  5.949638e+05
                                  0.67567  6.005681e+05
                                  0.67597  6.062809e+05
                                  0.67628  6.116828e+05
                                  0.67658  6.171044e+05
                                  0.67688  6.224484e+05
                                  0.67718  6.277688e+05
                                  0.67748  6.330803e+05
                                  0.67779  6.382946e+05
                                  0.67809  6.435366e+05
                                  0.67839  6.483608e+05
                                  0.67869  6.532612e+05
                                  0.67900  6.582940e+05
                                  0.67930  6.634171e+05
                                  0.67960  6.686715e+05
                                  0.67990  6.740424e+05
                                  0.68021  6.795646e+05
                                  0.68051  6.852941e+05
                                  0.68081  6.910732e+05
                                  0.68111  6.965068e+05
                                  0.68142  7.020304e+05
                                  0.68172  7.075988e+05
                                  0.68202  7.132534e+05
                                  0.68232  7.194285e+05
                                  0.68263  7.260174e+05
                                  0.68293  7.327428e+05
                                  0.68323  7.396191e+05
                                  0.68353  7.466172e+05
                                  0.68383  7.535418e+05
                                  0.68414  7.605991e+05
                                  0.68444  7.672896e+05
                                  0.68474  7.739741e+05
                                  0.68504  7.808033e+05
                                  0.68535  7.877793e+05
                                  0.68565  7.947971e+05
                                  0.68595  8.016855e+05
                                  0.68625  8.086998e+05
                                  0.68656  8.152172e+05
                                  0.68686  8.218341e+05
                                  0.68716  8.285948e+05
                                  0.68746  8.354863e+05
                                  0.68777  8.420519e+05
                                  0.68807  8.481329e+05
                                  0.68837  8.541212e+05
                                  0.68867  8.591598e+05
                                  0.68898  8.642601e+05
                                  0.68928  8.694170e+05
                                  0.68958  8.746385e+05
                                  0.68988  8.799982e+05
                                  0.69018  8.854788e+05
                                  0.69049  8.910108e+05
                                  0.69079  8.965663e+05
                                  0.69109  9.021826e+05
                                  0.69139  9.067291e+05
                                  0.69170  9.113231e+05
                                  0.69200  9.159622e+05
                                  0.69230  9.206503e+05
                                  0.69260  9.251043e+05
                                  0.69291  9.292161e+05
                                  0.69321  9.330871e+05
                                  0.69351  9.351270e+05
                                  0.69381  9.371761e+05
                                  0.69412  9.402420e+05
                                  0.69442  9.435328e+05
                                  0.69472  9.467228e+05
                                  0.69502  9.498254e+05
                                  0.69533  9.527337e+05
                                  0.69563  9.549312e+05
                                  0.69593  9.571392e+05
                                  0.69623  9.580769e+05
                                  0.69653  9.589111e+05
                                  0.69684  9.596823e+05
                                  0.69714  9.604143e+05
                                  0.69744  9.611139e+05
                                  0.69774  9.617404e+05
                                  0.69805  9.623665e+05
                                  0.69835  9.615738e+05
                                  0.69865  9.607736e+05
                                  0.69895  9.599773e+05
                                  0.69926  9.591811e+05
                                  0.69956  9.583904e+05
                                  0.69986  9.576111e+05
                                  0.70016  9.568320e+05
                                  0.70047  9.561029e+05
                                  0.70077  9.553727e+05
                                  0.70107  9.537560e+05
                                  0.70137  9.518080e+05
                                  0.70168  9.497406e+05
                                  0.70198  9.474921e+05
                                  0.70228  9.452514e+05
                                  0.70258  9.430403e+05
                                  0.70288  9.408362e+05
                                  0.70319  9.386373e+05
                                  0.70349  9.364448e+05
                                  0.70379  9.345953e+05
                                  0.70409  9.332203e+05
                                  0.70440  9.318940e+05
                                  0.70470  9.310866e+05
                                  0.70500  9.302783e+05
                                  0.70530  9.284996e+05
                                  0.70561  9.264004e+05
                                  0.70591  9.243095e+05
                                  0.70621  9.222268e+05
                                  0.70651  9.201206e+05
                                  0.70682  9.176498e+05
                                  0.70712  9.151886e+05
                                  0.70742  9.120001e+05
                                  0.70772  9.085566e+05
                                  0.70803  9.051457e+05
                                  0.70833  9.017734e+05
                                  0.70863  8.984218e+05
                                  0.70893  8.950946e+05
                                  0.70923  8.917875e+05
                                  0.70954  8.884511e+05
                                  0.70984  8.851114e+05
                                  0.71014  8.813915e+05
                                  0.71044  8.769081e+05
                                  0.71075  8.724536e+05
                                  0.71105  8.672393e+05
                                  0.71135  8.620513e+05
                                  0.71165  8.568466e+05
                                  0.71196  8.516677e+05
                                  0.71226  8.468028e+05
                                  0.71256  8.426788e+05
                                  0.71286  8.385998e+05
                                  0.71317  8.326724e+05
                                  0.71347  8.266328e+05
                                  0.71377  8.207825e+05
                                  0.71407  8.150951e+05
                                  0.71438  8.095861e+05
                                  0.71468  8.046369e+05
                                  0.71498  7.997419e+05
                                  0.71528  7.940551e+05
                                  0.71558  7.882418e+05
                                  0.71589  7.825105e+05
                                  0.71619  7.768633e+05
                                  0.71649  7.712911e+05
                                  0.71679  7.658011e+05
                                  0.71710  7.603848e+05
                                  0.71740  7.550468e+05
                                  0.71770  7.497801e+05
                                  0.71800  7.443261e+05
                                  0.71831  7.383915e+05
                                  0.71861  7.325440e+05
                                  0.71891  7.266761e+05
                                  0.71921  7.208870e+05
                                  0.71952  7.151847e+05
                                  0.71982  7.095667e+05
                                  0.72012  7.040377e+05
                                  0.72042  6.986277e+05
                                  0.72073  6.932938e+05
                                  0.72103  6.875836e+05
                                  0.72133  6.818323e+05
                                  0.72163  6.760855e+05
                                  0.72193  6.702966e+05
                                  0.72224  6.645992e+05
                                  0.72254  6.590048e+05
                                  0.72284  6.534973e+05
                                  0.72314  6.485055e+05
                                  0.72345  6.438683e+05
                                  0.72375  6.391359e+05
                                  0.72405  6.338602e+05
                                  0.72435  6.286644e+05
                                  0.72466  6.232963e+05
                                  0.72496  6.179525e+05
                                  0.72526  6.131383e+05
                                  0.72556  6.090455e+05
                                  0.72587  6.050018e+05
                                  0.72617  6.004816e+05
                                  0.72647  5.960242e+05
                                  0.72677  5.917294e+05
                                  0.72708  5.875594e+05
                                  0.72738  5.834917e+05
                                  0.72768  5.796923e+05
                                  0.72798  5.759371e+05
                                  0.72828  5.714125e+05
                                  0.72859  5.667163e+05
                                  0.72889  5.622412e+05
                                  0.72919  5.580968e+05
                                  0.72949  5.540078e+05
                                  0.72980  5.499713e+05
                                  0.73010  5.459898e+05
                                  0.73040  5.418852e+05
                                  0.73070  5.376760e+05
                                  0.73101  5.335764e+05
                                  0.73131  5.299866e+05
                                  0.73161  5.264418e+05
                                  0.73191  5.227573e+05
                                  0.73222  5.190351e+05
                                  0.73252  5.152892e+05
                                  0.73282  5.113799e+05
                                  0.73312  5.075264e+05
                                  0.73343  5.034632e+05
                                  0.73373  4.994059e+05
                                  0.73403  4.955685e+05
                                  0.73433  4.920256e+05
                                  0.73463  4.885281e+05
                                  0.73494  4.849260e+05
                                  0.73524  4.813657e+05
                                  0.73554  4.777555e+05
                                  0.73584  4.741092e+05
                                  0.73615  4.705166e+05
                                  0.73645  4.669901e+05
                                  0.73675  4.635113e+05
                                  0.73705  4.600845e+05
                                  0.73736  4.567075e+05
                                  0.73766  4.533795e+05
                                  0.73796  4.501057e+05
                                  0.73826  4.468744e+05
                                  0.73857  4.436978e+05
                                  0.73887  4.405658e+05
                                  0.73917  4.374796e+05
                                  0.73947  4.344472e+05
                                  0.73978  4.314538e+05
                                  0.74008  4.283092e+05
                                  0.74038  4.251753e+05
                                  0.74068  4.221099e+05
                                  0.74098  4.191232e+05
                                  0.74129  4.161743e+05
                                  0.74159  4.134277e+05
                                  0.74189  4.107200e+05
                                  0.74219  4.079154e+05
                                  0.74250  4.050166e+05
                                  0.74280  4.021548e+05
                                  0.74310  3.993411e+05
                                  0.74340  3.965639e+05
                                  0.74371  3.938298e+05
                                  0.74401  3.911360e+05
                                  0.74431  3.884779e+05
                                  0.74461  3.858665e+05
                                  0.74492  3.832876e+05
                                  0.74522  3.807501e+05
                                  0.74552  3.782490e+05
                                  0.74582  3.757787e+05
                                  0.74613  3.733398e+05
                                  0.74643  3.709274e+05
                                  0.74673  3.685543e+05
                                  0.74703  3.662123e+05
                                  0.74733  3.639006e+05
                                  0.74764  3.616344e+05
                                  0.74794  3.593938e+05
                                  0.74824  3.571798e+05
                                  0.74854  3.549921e+05
                                  0.74885  3.528312e+05
                                  0.74915  3.506999e+05
                                  0.74945  3.485942e+05
                                  0.74975  3.465385e+05
                                  0.75006  3.445120e+05
                                  0.75036  3.425239e+05
                                  0.75066  3.405961e+05
                                  0.75096  3.386868e+05
                                  0.75127  3.368065e+05
                                  0.75157  3.349464e+05
                                  0.75187  3.330635e+05
                                  0.75217  3.311151e+05
                                  0.75248  3.291882e+05
                                  0.75278  3.273007e+05
                                  0.75308  3.254373e+05
                                  0.75338  3.236324e+05
                                  0.75368  3.219222e+05
                                  0.75399  3.202280e+05
                                  0.75429  3.184220e+05
                                  0.75459  3.166092e+05
                                  0.75489  3.148617e+05
                                  0.75520  3.132236e+05
                                  0.75550  3.116007e+05
                                  0.75580  3.099831e+05
                                  0.75610  3.083784e+05
                                  0.75641  3.067599e+05
                                  0.75671  3.050975e+05
                                  0.75701  3.034503e+05
                                  0.75731  3.018276e+05
                                  0.75762  3.002223e+05
                                  0.75792  2.986337e+05
                                  0.75822  2.970633e+05
                                  0.75852  2.955075e+05
                                  0.75883  2.939783e+05
                                  0.75913  2.924662e+05
                                  0.75943  2.909726e+05
                                  0.75973  2.895053e+05
                                  0.76003  2.880517e+05
                                  0.76034  2.866186e+05
                                  0.76064  2.851995e+05
                                  0.76094  2.837943e+05
                                  0.76124  2.824088e+05
                                  0.76155  2.810351e+05
                                  0.76185  2.796795e+05
                                  0.76215  2.783376e+05
                                  0.76245  2.770091e+05
                                  0.76276  2.757001e+05
                                  0.76306  2.744017e+05
                                  0.76336  2.731248e+05
                                  0.76366  2.718635e+05
                                  0.76397  2.705964e+05
                                  0.76427  2.692428e+05
                                  0.76457  2.679011e+05
                                  0.76487  2.666143e+05
                                  0.76518  2.653655e+05
                                  0.76548  2.641282e+05
                                  0.76578  2.629271e+05
                                  0.76608  2.617353e+05
                                  0.76638  2.605184e+05
                                  0.76669  2.592816e+05
                                  0.76699  2.580549e+05
                                  0.76729  2.569493e+05
                                  0.76759  2.558531e+05
                                  0.76790  2.547701e+05
                                  0.76820  2.537008e+05
                                  0.76850  2.526390e+05
                                  0.76880  2.515944e+05
                                  0.76911  2.505581e+05
                                  0.76941  2.495280e+05
                                  0.76971  2.485036e+05
                                  0.77001  2.474861e+05
                                  0.77032  2.463811e+05
                                  0.77062  2.452620e+05
                                  0.77092  2.441526e+05
                                  0.77122  2.430542e+05
                                  0.77153  2.419635e+05
                                  0.77183  2.409242e+05
                                  0.77213  2.399122e+05
                                  0.77243  2.389140e+05
                                  0.77273  2.379570e+05
                                  0.77304  2.370064e+05
                                  0.77334  2.360223e+05
                                  0.77364  2.350169e+05
                                  0.77394  2.340207e+05
                                  0.77425  2.331173e+05
                                  0.77455  2.322195e+05
                                  0.77485  2.313088e+05
                                  0.77515  2.303815e+05
                                  0.77546  2.294603e+05
                                  0.77576  2.285506e+05
                                  0.77606  2.276460e+05
                                  0.77636  2.267664e+05
                                  0.77667  2.259326e+05
                                  0.77697  2.250957e+05
                                  0.77727  2.242219e+05
                                  0.77757  2.233381e+05
                                  0.77788  2.224671e+05
                                  0.77818  2.216567e+05
                                  0.77848  2.208591e+05
                                  0.77878  2.200520e+05
                                  0.77908  2.192387e+05
                                  0.77939  2.184343e+05
                                  0.77969  2.176155e+05
                                  0.77999  2.168022e+05
                                  0.78029  2.160305e+05
                                  0.78060  2.153138e+05
                                  0.78090  2.146008e+05
                                  0.78120  2.138270e+05
                                  0.78150  2.130449e+05
                                  0.78181  2.122685e+05
                                  0.78211  2.114989e+05
                                  0.78241  2.107337e+05
                                  0.78271  2.099971e+05
                                  0.78302  2.092772e+05
                                  0.78332  2.085631e+05
                                  0.78362  2.078939e+05
                                  0.78392  2.072280e+05
                                  0.78423  2.065358e+05
                                  0.78453  2.058126e+05
                                  0.78483  2.050932e+05
                                  0.78513  2.043877e+05
                                  0.78543  2.036878e+05
                                  0.78574  2.029944e+05
                                  0.78604  2.023111e+05
                                  0.78634  2.016314e+05
                                  0.78664  2.009721e+05
                                  0.78695  2.003252e+05
                                  0.78725  1.996835e+05
                                  0.78755  1.990895e+05
                                  0.78785  1.984975e+05
                                  0.78816  1.978830e+05
                                  0.78846  1.972392e+05
                                  0.78876  1.965986e+05
                                  0.78906  1.960102e+05
                                  0.78937  1.954342e+05
                                  0.78967  1.948573e+05
                                  0.78997  1.942731e+05
                                  0.79027  1.936918e+05
                                  0.79058  1.930967e+05
                                  0.79088  1.924944e+05
                                  0.79118  1.918968e+05
                                  0.79148  1.913130e+05
                                  0.79178  1.907327e+05
                                  0.79209  1.901733e+05
                                  0.79239  1.896498e+05
                                  0.79269  1.891286e+05
                                  0.79299  1.886171e+05
                                  0.79330  1.881100e+05
                                  0.79360  1.876024e+05
                                  0.79390  1.870762e+05
                                  0.79420  1.865517e+05
                                  0.79451  1.860163e+05
                                  0.79481  1.854682e+05
                                  0.79511  1.849224e+05
                                  0.79541  1.843863e+05
                                  0.79572  1.838550e+05
                                  0.79602  1.833371e+05
                                  0.79632  1.828657e+05
                                  0.79662  1.823966e+05
                                  0.79693  1.819124e+05
                                  0.79723  1.814160e+05
                                  0.79753  1.809211e+05
                                  0.79783  1.804399e+05
                                  0.79813  1.799606e+05
                                  0.79844  1.794887e+05
                                  0.79874  1.790361e+05
                                  0.79904  1.785843e+05
                                  0.79934  1.781104e+05
                                  0.79965  1.776248e+05
                                  0.79995  1.771421e+05
                                  0.80025  1.767171e+05
                                  0.80055  1.762967e+05
                                  0.80086  1.758804e+05
                                  0.80116  1.754690e+05
                                  0.80146  1.750590e+05
                                  0.80176  1.746379e+05
                                  0.80207  1.742119e+05
                                  0.80237  1.737873e+05
                                  0.80267  1.733422e+05
                                  0.80297  1.728988e+05
                                  0.80328  1.724591e+05
                                  0.80358  1.720247e+05
                                  0.80388  1.715920e+05
                                  0.80418  1.711925e+05
                                  0.80448  1.708088e+05
                                  0.80479  1.704261e+05
                                  0.80509  1.700493e+05
                                  0.80539  1.696736e+05
                                  0.80569  1.693002e+05
                                  0.80600  1.689299e+05
                                  0.80630  1.685608e+05
                                  0.80660  1.681872e+05
                                  0.80690  1.678122e+05
                                  0.80721  1.674381e+05
                                  0.80751  1.670366e+05
                                  0.80781  1.666363e+05
                                  0.80811  1.662531e+05
                                  0.80842  1.659038e+05
                                  0.80872  1.655555e+05
                                  0.80902  1.652089e+05
                                  0.80932  1.648636e+05
                                  0.80963  1.645193e+05
                                  0.80993  1.641817e+05
                                  0.81023  1.638452e+05
                                  0.81053  1.635113e+05
                                  0.81083  1.631824e+05
                                  0.81114  1.628544e+05
                                  0.81144  1.625288e+05
                                  0.81174  1.622051e+05
                                  0.81204  1.618823e+05
                                  0.81235  1.615600e+05
                                  0.81265  1.612385e+05
                                  0.81295  1.609116e+05
                                  0.81325  1.605631e+05
                                  0.81356  1.602156e+05
                                  0.81386  1.598800e+05
                                  0.81416  1.595554e+05
                                  0.81446  1.592317e+05
                                  0.81477  1.589231e+05
                                  0.81507  1.586183e+05
                                  0.81537  1.583149e+05
                                  0.81567  1.580165e+05
                                  0.81598  1.577186e+05
                                  0.81628  1.574225e+05
                                  0.81658  1.571288e+05
                                  0.81688  1.568358e+05
                                  0.81718  1.565174e+05
                                  0.81749  1.561892e+05
                                  0.81779  1.558617e+05
                                  0.81809  1.555671e+05
                                  0.81839  1.552727e+05
                                  0.81870  1.549812e+05
                                  0.81900  1.546967e+05
                                  0.81930  1.544125e+05
                                  0.81960  1.541354e+05
                                  0.81991  1.538637e+05
                                  0.82021  1.535925e+05
                                  0.82051  1.533462e+05
                                  0.82081  1.531042e+05
                                  0.82112  1.528578e+05
                                  0.82142  1.525837e+05
                                  0.82172  1.523100e+05
                                  0.82202  1.520368e+05
                                  0.82233  1.517646e+05
                                  0.82263  1.514931e+05
                                  0.82293  1.512221e+05
                                  0.82323  1.509516e+05
                                  0.82353  1.506819e+05
                                  0.82384  1.504325e+05
                                  0.82414  1.501843e+05
                                  0.82444  1.499405e+05
                                  0.82474  1.497090e+05
                                  0.82505  1.494778e+05
                                  0.82535  1.492314e+05
                                  0.82565  1.489708e+05
                                  0.82595  1.487112e+05
                                  0.82626  1.484536e+05
                                  0.82656  1.481970e+05
                                  0.82686  1.479414e+05
                                  0.82716  1.476907e+05
                                  0.82747  1.474407e+05
                                  0.82777  1.471962e+05
                                  0.82807  1.469644e+05
                                  0.82837  1.467330e+05
                                  0.82868  1.465021e+05
                                  0.82898  1.462717e+05
                                  0.82928  1.460416e+05
                                  0.82958  1.458016e+05
                                  0.82988  1.455596e+05
                                  0.83019  1.453183e+05
                                  0.83049  1.450813e+05
                                  0.83079  1.448449e+05
                                  0.83109  1.446194e+05
                                  0.83140  1.444191e+05
                                  0.83170  1.442189e+05
                                  0.83200  1.440045e+05
                                  0.83230  1.437779e+05
                                  0.83261  1.435514e+05
                                  0.83291  1.433365e+05
                                  0.83321  1.431245e+05
                                  0.83351  1.429122e+05
                                  0.83382  1.427033e+05
                                  0.83412  1.424950e+05
                                  0.83442  1.422846e+05
                                  0.83472  1.420673e+05
                                  0.83503  1.418508e+05
                                  0.83533  1.416443e+05
                                  0.83563  1.414475e+05
                                  0.83593  1.412508e+05
                                  0.83623  1.410804e+05
                                  0.83654  1.409198e+05
                                  0.83684  1.407593e+05
                                  0.83714  1.405737e+05
                                  0.83744  1.403869e+05
                                  0.83775  1.401996e+05
                                  0.83805  1.400092e+05
                                  0.83835  1.398188e+05
                                  0.83865  1.396242e+05
                                  0.83896  1.394236e+05
                                  0.83926  1.392231e+05
                                  0.83956  1.390151e+05
                                  0.83986  1.388027e+05
                                  0.84017  1.385904e+05
                                  0.84047  1.383843e+05
                                  0.84077  1.381792e+05
                                  0.84107  1.379750e+05
                                  0.84138  1.377903e+05
                                  0.84168  1.376057e+05
                                  0.84198  1.374218e+05
                                  0.84228  1.372394e+05
                                  0.84258  1.370571e+05
                                  0.84289  1.368765e+05
                                  0.84319  1.366969e+05
                                  0.84349  1.365162e+05
                                  0.84379  1.363473e+05
                                  0.84410  1.361834e+05
                                  0.84440  1.360183e+05
                                  0.84470  1.358586e+05
                                  0.84500  1.357005e+05
                                  0.84531  1.355416e+05
                                  0.84561  1.353671e+05
                                  0.84591  1.351924e+05
                                  0.84621  1.350175e+05
                                  0.84652  1.348415e+05
                                  0.84682  1.346641e+05
                                  0.84712  1.344860e+05
                                  0.84742  1.343101e+05
                                  0.84773  1.341367e+05
                                  0.84803  1.339631e+05
                                  0.84833  1.337901e+05
                                  0.84863  1.336185e+05
                                  0.84893  1.334512e+05
                                  0.84924  1.332808e+05
                                  0.84954  1.331063e+05
                                  0.84984  1.329272e+05
                                  0.85014  1.327440e+05
                                  0.85045  1.325533e+05
                                  0.85075  1.323531e+05
                                  0.85105  1.321573e+05
                                  0.85135  1.319630e+05
                                  0.85166  1.317698e+05
                                  0.85196  1.315827e+05
                                  0.85226  1.314098e+05
                                  0.85256  1.312439e+05
                                  0.85287  1.310782e+05
                                  0.85317  1.309197e+05
                                  0.85347  1.307570e+05
                                  0.85377  1.305867e+05
                                  0.85408  1.304104e+05
                                  0.85438  1.302264e+05
                                  0.85468  1.300354e+05
                                  0.85498  1.298555e+05
                                  0.85528  1.296821e+05
                                  0.85559  1.295119e+05
                                  0.85589  1.293425e+05
                                  0.85619  1.291830e+05
                                  0.85649  1.290239e+05
                                  0.85680  1.288586e+05
                                  0.85710  1.286975e+05
                                  0.85740  1.285357e+05
                                  0.85770  1.283698e+05
                                  0.85801  1.282021e+05
                                  0.85831  1.280491e+05
                                  0.85861  1.278933e+05
                                  0.85891  1.277279e+05
                                  0.85922  1.275771e+05
                                  0.85952  1.274172e+05
                                  0.85982  1.272444e+05
                                  0.86012  1.270630e+05
                                  0.86043  1.268856e+05
                                  0.86073  1.267093e+05
                                  0.86103  1.265325e+05
                                  0.86133  1.263703e+05
                                  0.86163  1.262138e+05
                                  0.86194  1.260529e+05
                                  0.86224  1.259004e+05
                                  0.86254  1.257511e+05
                                  0.86284  1.256008e+05
                                  0.86315  1.254532e+05
                                  0.86345  1.253161e+05
                                  0.86375  1.251831e+05
                                  0.86405  1.250490e+05
                                  0.86436  1.249168e+05
                                  0.86466  1.247794e+05
                                  0.86496  1.246351e+05
                                  0.86526  1.245165e+05
                                  0.86557  1.243876e+05
                                  0.86587  1.242451e+05
                                  0.86617  1.241224e+05
                                  0.86647  1.239892e+05
                                  0.86678  1.238449e+05
                                  0.86708  1.237033e+05
                                  0.86738  1.235723e+05
                                  0.86768  1.234400e+05
                                  0.86798  1.232961e+05
                                  0.86829  1.231676e+05
                                  0.86859  1.230355e+05
                                  0.86889  1.228898e+05
                                  0.86919  1.227531e+05
                                  0.86950  1.226113e+05
                                  0.86980  1.224634e+05
                                  0.87010  1.223198e+05
                                  0.87040  1.221867e+05
                                  0.87071  1.220587e+05
                                  0.87101  1.219319e+05
                                  0.87131  1.218155e+05
                                  0.87161  1.217009e+05
                                  0.87192  1.215853e+05
                                  0.87222  1.214810e+05
                                  0.87252  1.213745e+05
                                  0.87282  1.212641e+05
                                  0.87313  1.211618e+05
                                  0.87343  1.210502e+05
                                  0.87373  1.209326e+05
                                  0.87403  1.208355e+05
                                  0.87433  1.207237e+05
                                  0.87464  1.205999e+05
                                  0.87494  1.204831e+05
                                  0.87524  1.203592e+05
                                  0.87554  1.202229e+05
                                  0.87585  1.200826e+05
                                  0.87615  1.199566e+05
                                  0.87645  1.198282e+05
                                  0.87675  1.196929e+05
                                  0.87706  1.195730e+05
                                  0.87736  1.194471e+05
                                  0.87766  1.193117e+05
                                  0.87796  1.191854e+05
                                  0.87827  1.190575e+05
                                  0.87857  1.189281e+05
                                  0.87887  1.188033e+05
                                  0.87917  1.186876e+05
                                  0.87948  1.185764e+05
                                  0.87978  1.184670e+05
                                  0.88008  1.183516e+05
                                  0.88038  1.182344e+05
                                  0.88068  1.181177e+05
                                  0.88099  1.180046e+05
                                  0.88129  1.178920e+05
                                  0.88159  1.177792e+05
                                  0.88189  1.176574e+05
                                  0.88220  1.175334e+05
                                  0.88250  1.174077e+05
                                  0.88280  1.172750e+05
                                  0.88310  1.171386e+05
                                  0.88341  1.170001e+05
                                  0.88371  1.168765e+05
                                  0.88401  1.167459e+05
                                  0.88431  1.166147e+05
                                  0.88462  1.165123e+05
                                  0.88492  1.163982e+05
                                  0.88522  1.162793e+05
                                  0.88552  1.161747e+05
                                  0.88583  1.160549e+05
                                  0.88613  1.159314e+05
                                  0.88643  1.158339e+05
                                  0.88673  1.157356e+05
                                  0.88703  1.156188e+05
                                  0.88734  1.154809e+05
                                  0.88764  1.153595e+05
                                  0.88794  1.152146e+05
                                  0.88824  1.150314e+05
                                  0.88855  1.148651e+05
                                  0.88885  1.146914e+05
                                  0.88915  1.145031e+05
                                  0.88945  1.143248e+05
                                  0.88976  1.141657e+05
                                  0.89006  1.140214e+05
                                  0.89036  1.138814e+05
                                  0.89066  1.137638e+05
                                  0.89097  1.136622e+05
                                  0.89127  1.135622e+05
                                  0.89157  1.134618e+05
                                  0.89187  1.133612e+05
                                  0.89218  1.132614e+05
                                  0.89248  1.131464e+05
                                  0.89278  1.130237e+05
                                  0.89308  1.129017e+05
                                  0.89338  1.127873e+05
                                  0.89369  1.126763e+05
                                  0.89399  1.125658e+05
                                  0.89429  1.124588e+05
                                  0.89459  1.123530e+05
                                  0.89490  1.122472e+05
                                  0.89520  1.121518e+05
                                  0.89550  1.120589e+05
                                  0.89580  1.119654e+05
                                  0.89611  1.118740e+05
                                  0.89641  1.117824e+05
                                  0.89671  1.116897e+05
                                  0.89701  1.115898e+05
