#  GR700XD order 3 plus CLEAR
#Wavelength      OTE             POM             TMA          Pupil Wheel     Filter Wheel      CTMA          Detector         Final
   0.53000   6.5200001e-02   5.2513748e-02   2.7437797e-02   8.1587792e-04   8.1587792e-04   4.2628634e-04   3.0765086e-04   3.0765086e-04
   0.53100   6.8400003e-02   5.5139873e-02   2.8886486e-02   8.7619206e-04   8.7619206e-04   4.5901648e-04   3.3186891e-04   3.3186891e-04
   0.53200   7.1900003e-02   5.8012571e-02   3.0472055e-02   9.4186259e-04   9.4186259e-04   4.9472880e-04   3.5833209e-04   3.5833209e-04
   0.53300   7.5599998e-02   6.1051637e-02   3.2153178e-02   1.0087469e-03   1.0087469e-03   5.3126202e-04   3.8548373e-04   3.8548373e-04
   0.53400   7.9400003e-02   6.4176746e-02   3.3888247e-02   1.0784596e-03   1.0784596e-03   5.6947581e-04   4.1400891e-04   4.1400891e-04
   0.53500   8.3400004e-02   6.7468934e-02   3.5720475e-02   1.1550040e-03   1.1550040e-03   6.1150058e-04   4.4535586e-04   4.4535586e-04
   0.53600   8.7399997e-02   7.0770502e-02   3.7572913e-02   1.2335848e-03   1.2335848e-03   6.5492507e-04   4.7783332e-04   4.7783332e-04
   0.53700   9.1600001e-02   7.4236110e-02   3.9516129e-02   1.3136276e-03   1.3136276e-03   6.9924834e-04   5.1108061e-04   5.1108061e-04
   0.53800   9.5899999e-02   7.7794135e-02   4.1527092e-02   1.3964464e-03   1.3964464e-03   7.4543356e-04   5.4580648e-04   5.4580648e-04
   0.53900   1.0030000e-01   8.1438385e-02   4.3592703e-02   1.4832487e-03   1.4832487e-03   7.9395995e-04   5.8244902e-04   5.8244902e-04
   0.54000   1.0480000e-01   8.5170366e-02   4.5716200e-02   1.5730807e-03   1.5730807e-03   8.4436964e-04   6.2052725e-04   6.2052725e-04
   0.54100   1.0940000e-01   8.8991843e-02   4.7901470e-02   1.6654248e-03   1.6654248e-03   8.9644501e-04   6.5996277e-04   6.5996277e-04
   0.54200   1.1410000e-01   9.2899963e-02   5.0142411e-02   1.7602918e-03   1.7602918e-03   9.5011096e-04   7.0080184e-04   7.0080184e-04
   0.54300   1.1890000e-01   9.6903220e-02   5.2457456e-02   1.8572141e-03   1.8572141e-03   1.0053817e-03   7.4287655e-04   7.4287655e-04
   0.54400   1.2370000e-01   1.0090691e-01   5.4774016e-02   1.9552088e-03   1.9552088e-03   1.0613211e-03   7.8558986e-04   7.8558986e-04
   0.54500   1.2860000e-01   1.0500661e-01   5.7166774e-02   2.0576762e-03   2.0576762e-03   1.1202219e-03   8.3064457e-04   8.3064457e-04
   0.54600   1.3349999e-01   1.0910819e-01   5.9564244e-02   2.1609524e-03   2.1609524e-03   1.1797053e-03   8.7640306e-04   8.7640306e-04
   0.54700   1.3850001e-01   1.1330274e-01   6.2031519e-02   2.2669144e-03   2.2669144e-03   1.2411010e-03   9.2362729e-04   9.2362729e-04
   0.54800   1.4320000e-01   1.1726125e-01   6.4385653e-02   2.3678860e-03   2.3678860e-03   1.3001557e-03   9.6926605e-04   9.6926605e-04
   0.54900   1.4790000e-01   1.2122710e-01   6.6756621e-02   2.4665897e-03   2.4665897e-03   1.3582871e-03   1.0143688e-03   1.0143688e-03
   0.55000   1.5260001e-01   1.2520012e-01   6.9144145e-02   2.5658084e-03   2.5658084e-03   1.4170164e-03   1.0602117e-03   1.0602117e-03
   0.55100   1.5730000e-01   1.2918705e-01   7.1563184e-02   2.6674359e-03   2.6674359e-03   1.4776265e-03   1.1074811e-03   1.1074811e-03
   0.55200   1.6230001e-01   1.3342136e-01   7.4121788e-02   2.7745995e-03   2.7745995e-03   1.5414194e-03   1.1572978e-03   1.1572978e-03
   0.55300   1.6750000e-01   1.3782792e-01   7.6789938e-02   2.8851675e-03   2.8851675e-03   1.6074525e-03   1.2091259e-03   1.2091259e-03
   0.55400   1.7309999e-01   1.4257909e-01   7.9676859e-02   3.0010312e-03   3.0010312e-03   1.6770533e-03   1.2636597e-03   1.2636597e-03
   0.55500   1.7910001e-01   1.4766911e-01   8.2769789e-02   3.1191728e-03   3.1191728e-03   1.7483229e-03   1.3196341e-03   1.3196341e-03
   0.55600   1.8610001e-01   1.5359412e-01   8.6349383e-02   3.2540695e-03   3.2540695e-03   1.8294117e-03   1.3834012e-03   1.3834012e-03
   0.55700   1.9380000e-01   1.6010864e-01   9.0281293e-02   3.4010462e-03   3.4010462e-03   1.9177656e-03   1.4527075e-03   1.4527075e-03
   0.55800   2.0190001e-01   1.6696645e-01   9.4429553e-02   3.5541877e-03   3.5541877e-03   2.0101066e-03   1.5252689e-03   1.5252689e-03
   0.55900   2.1020000e-01   1.7400277e-01   9.8702118e-02   3.7071479e-03   3.7071479e-03   2.1028593e-03   1.5985937e-03   1.5985937e-03
   0.56000   2.1850000e-01   1.8105242e-01   1.0300610e-01   3.8592401e-03   3.8592401e-03   2.1956365e-03   1.6719772e-03   1.6719772e-03
   0.56100   2.2660001e-01   1.8795881e-01   1.0726820e-01   4.0111016e-03   4.0111016e-03   2.2891380e-03   1.7463834e-03   1.7463834e-03
   0.56200   2.3379999e-01   1.9412518e-01   1.1112044e-01   4.1455715e-03   4.1455715e-03   2.3729932e-03   1.8134413e-03   1.8134413e-03
   0.56300   2.4030000e-01   1.9972780e-01   1.1468136e-01   4.2647324e-03   4.2647324e-03   2.4487590e-03   1.8745251e-03   1.8745251e-03
   0.56400   2.4620000e-01   2.0483182e-01   1.1795752e-01   4.3693599e-03   4.3693599e-03   2.5162052e-03   1.9296778e-03   1.9296778e-03
   0.56500   2.5170001e-01   2.0962603e-01   1.2109638e-01   4.4647544e-03   4.4647544e-03   2.5791910e-03   1.9813345e-03   1.9813345e-03
   0.56600   2.5680000e-01   2.1409215e-01   1.2405606e-01   4.5492011e-03   4.5492011e-03   2.6360422e-03   2.0284345e-03   2.0284345e-03
   0.56700   2.6159999e-01   2.1831988e-01   1.2689953e-01   4.6257083e-03   4.6257083e-03   2.6887162e-03   2.0727313e-03   2.0727313e-03
   0.56800   2.6629999e-01   2.2246829e-01   1.2970565e-01   4.6970383e-03   4.6970383e-03   2.7385135e-03   2.1146801e-03   2.1146801e-03
   0.56900   2.7090001e-01   2.2654054e-01   1.3248195e-01   4.7668344e-03   4.7668344e-03   2.7876666e-03   2.1565389e-03   2.1565389e-03
   0.57000   2.7559999e-01   2.3070779e-01   1.3533542e-01   4.8354086e-03   4.8354086e-03   2.8364975e-03   2.1980021e-03   2.1980021e-03
   0.57100   2.8040001e-01   2.3497392e-01   1.3827528e-01   4.9028597e-03   4.9028597e-03   2.8851896e-03   2.2394841e-03   2.2394841e-03
   0.57200   2.8580001e-01   2.3974392e-01   1.4151540e-01   4.9774009e-03   4.9774009e-03   2.9380471e-03   2.2846253e-03   2.2846253e-03
   0.57300   2.9210001e-01   2.4529025e-01   1.4525345e-01   5.0645769e-03   5.0645769e-03   2.9990890e-03   2.3359905e-03   2.3359905e-03
   0.57400   2.9850000e-01   2.5091511e-01   1.4903019e-01   5.1478455e-03   5.1478455e-03   3.0575457e-03   2.3854971e-03   2.3854971e-03
   0.57500   3.0509999e-01   2.5673530e-01   1.5297332e-01   5.2333400e-03   5.2333400e-03   3.1182365e-03   2.4369019e-03   2.4369019e-03
   0.57600   3.1169999e-01   2.6256225e-01   1.5693459e-01   5.3053885e-03   5.3053885e-03   3.1710537e-03   2.4826180e-03   2.4826180e-03
   0.57700   3.1830001e-01   2.6839209e-01   1.6090477e-01   5.3713312e-03   5.3713312e-03   3.2201873e-03   2.5252709e-03   2.5252709e-03
   0.57800   3.2490000e-01   2.7424559e-01   1.6493374e-01   5.4358416e-03   5.4358416e-03   3.2691634e-03   2.5679278e-03   2.5679278e-03
   0.57900   3.3140001e-01   2.8002110e-01   1.6892950e-01   5.4969722e-03   5.4969722e-03   3.3161812e-03   2.6091714e-03   2.6091714e-03
   0.58000   3.3770001e-01   2.8564304e-01   1.7286269e-01   5.5516092e-03   5.5516092e-03   3.3596691e-03   2.6477552e-03   2.6477552e-03
   0.58100   3.4349999e-01   2.9085213e-01   1.7656669e-01   5.5944747e-03   5.5944747e-03   3.3962203e-03   2.6809762e-03   2.6809762e-03
   0.58200   3.4909999e-01   2.9591027e-01   1.8021488e-01   5.6300140e-03   5.6300140e-03   3.4287837e-03   2.7111394e-03   2.7111394e-03
   0.58300   3.5450000e-01   3.0079937e-01   1.8376337e-01   5.6580226e-03   5.6580226e-03   3.4565807e-03   2.7376120e-03   2.7376120e-03
   0.58400   3.5960001e-01   3.0544266e-01   1.8718016e-01   5.6775953e-03   5.6775953e-03   3.4793215e-03   2.7601456e-03   2.7601456e-03
   0.58500   3.6460000e-01   3.1002352e-01   1.9060248e-01   5.6929430e-03   5.6929430e-03   3.5000220e-03   2.7811176e-03   2.7811176e-03
   0.58600   3.6950001e-01   3.1450805e-01   1.9394729e-01   5.7028350e-03   5.7028350e-03   3.5167602e-03   2.7989894e-03   2.7989894e-03
   0.58700   3.7430000e-01   3.1893525e-01   1.9731067e-01   5.7127769e-03   5.7127769e-03   3.5342341e-03   2.8174915e-03   2.8174915e-03
   0.58800   3.7889999e-01   3.2318532e-01   2.0055462e-01   5.7149525e-03   5.7149525e-03   3.5464487e-03   2.8318393e-03   2.8318393e-03
   0.58900   3.8360000e-01   3.2754302e-01   2.0390956e-01   5.7118633e-03   5.7118633e-03   3.5558797e-03   2.8436370e-03   2.8436370e-03
   0.59000   3.8820001e-01   3.3181745e-01   2.0721932e-01   5.7056569e-03   5.7056569e-03   3.5631710e-03   2.8541000e-03   2.8541000e-03
   0.59100   3.9289999e-01   3.3617556e-01   2.1058068e-01   5.7032718e-03   5.7032718e-03   3.5725345e-03   2.8662444e-03   2.8662444e-03
   0.59200   3.9760000e-01   3.4055674e-01   2.1400249e-01   5.6994660e-03   5.6994660e-03   3.5814883e-03   2.8777258e-03   2.8777258e-03
   0.59300   4.0239999e-01   3.4503132e-01   2.1750049e-01   5.6902436e-03   5.6902436e-03   3.5870099e-03   2.8868255e-03   2.8868255e-03
   0.59400   4.0740001e-01   3.4968570e-01   2.2113037e-01   5.6811157e-03   5.6811157e-03   3.5925610e-03   2.8956041e-03   2.8956041e-03
   0.59500   4.1299999e-01   3.5486388e-01   2.2511119e-01   5.6804060e-03   5.6804060e-03   3.6034181e-03   2.9090394e-03   2.9090394e-03
   0.59600   4.1434699e-01   3.5638744e-01   2.2677591e-01   5.6186705e-03   5.6186705e-03   3.5752640e-03   2.8906008e-03   2.8906008e-03
   0.59700   4.1569400e-01   3.5791856e-01   2.2846285e-01   5.5498923e-03   5.5498923e-03   3.5425494e-03   2.8684023e-03   2.8684023e-03
   0.59800   4.1703999e-01   3.5945079e-01   2.3015726e-01   5.4720300e-03   5.4720300e-03   3.5037547e-03   2.8415450e-03   2.8415450e-03
   0.59900   4.1838700e-01   3.6100137e-01   2.3190004e-01   5.3950776e-03   5.3950776e-03   3.4656897e-03   2.8148333e-03   2.8148333e-03
   0.60000   4.1973400e-01   3.6253792e-01   2.3360994e-01   5.3171469e-03   5.3171469e-03   3.4262303e-03   2.7868955e-03   2.7868955e-03
   0.60100   4.2468801e-01   3.6719486e-01   2.3734300e-01   5.2840952e-03   5.2840952e-03   3.4154698e-03   2.7822417e-03   2.7822417e-03
   0.60200   4.2964199e-01   3.7185371e-01   2.4108399e-01   5.2507007e-03   5.2507007e-03   3.4041880e-03   2.7771366e-03   2.7771366e-03
   0.60300   4.3459600e-01   3.7654319e-01   2.4490748e-01   5.2170656e-03   5.2170656e-03   3.3932319e-03   2.7722705e-03   2.7722705e-03
   0.60400   4.3955001e-01   3.8122466e-01   2.4871331e-01   5.1810616e-03   5.1810616e-03   3.3801564e-03   2.7656439e-03   2.7656439e-03
   0.60500   4.4450399e-01   3.8591409e-01   2.5254309e-01   5.1419619e-03   5.1419619e-03   3.3649120e-03   2.7572089e-03   2.7572089e-03
   0.60600   4.4945800e-01   3.9062867e-01   2.5644195e-01   5.1023308e-03   5.1023308e-03   3.3496048e-03   2.7486857e-03   2.7486857e-03
   0.60700   4.5441100e-01   3.9533356e-01   2.6032043e-01   5.0621363e-03   5.0621363e-03   3.3333306e-03   2.7393310e-03   2.7393310e-03
   0.60800   4.5936501e-01   4.0005779e-01   2.6425138e-01   5.0194417e-03   5.0194417e-03   3.3155070e-03   2.7283307e-03   2.7283307e-03
   0.60900   4.6431899e-01   4.0477976e-01   2.6817968e-01   4.9749315e-03   4.9749315e-03   3.2960530e-03   2.7162773e-03   2.7162773e-03
   0.61000   4.6927300e-01   4.0952709e-01   2.7217856e-01   4.9282094e-03   4.9282094e-03   3.2753702e-03   2.7028355e-03   2.7028355e-03
   0.61100   4.7360900e-01   4.1372523e-01   2.7579612e-01   4.8748562e-03   4.8748562e-03   3.2496601e-03   2.6855192e-03   2.6855192e-03
   0.61200   4.7794399e-01   4.1794020e-01   2.7946386e-01   4.8192507e-03   4.8192507e-03   3.2224858e-03   2.6666070e-03   2.6666070e-03
   0.61300   4.8227900e-01   4.2215130e-01   2.8312457e-01   4.7641201e-03   4.7641201e-03   3.1951563e-03   2.6478260e-03   2.6478260e-03
   0.61400   4.8661399e-01   4.2638725e-01   2.8685543e-01   4.7089839e-03   4.7089839e-03   3.1680064e-03   2.6288119e-03   2.6288119e-03
   0.61500   4.9094999e-01   4.3063104e-01   2.9060936e-01   4.6550040e-03   4.6550040e-03   3.1414079e-03   2.6101959e-03   2.6101959e-03
   0.61600   4.9528500e-01   4.3485573e-01   2.9431695e-01   4.6012159e-03   4.6012159e-03   3.1141727e-03   2.5909918e-03   2.5909918e-03
   0.61700   4.9961999e-01   4.3911275e-01   2.9811564e-01   4.5479420e-03   4.5479420e-03   3.0876184e-03   2.5722950e-03   2.5722950e-03
   0.61800   5.0395501e-01   4.4335821e-01   3.0188653e-01   4.4953860e-03   4.4953860e-03   3.0609481e-03   2.5534430e-03   2.5534430e-03
   0.61900   5.0829101e-01   4.4762254e-01   3.0571058e-01   4.4327453e-03   4.4327453e-03   3.0274105e-03   2.5287960e-03   2.5287960e-03
   0.62000   5.1262599e-01   4.5190027e-01   3.0957693e-01   4.3697618e-03   4.3697618e-03   2.9935308e-03   2.5037890e-03   2.5037890e-03
   0.62100   5.1644701e-01   4.5571259e-01   3.1310266e-01   4.3012039e-03   4.3012039e-03   2.9551922e-03   2.4749734e-03   2.4749734e-03
   0.62200   5.2026802e-01   4.5954230e-01   3.1667995e-01   4.2327694e-03   4.2327694e-03   2.9168874e-03   2.4461017e-03   2.4461017e-03
   0.62300   5.2408898e-01   4.6336624e-01   3.2024506e-01   4.1636438e-03   4.1636438e-03   2.8776079e-03   2.4160398e-03   2.4160398e-03
   0.62400   5.2790999e-01   4.6721536e-01   3.2388344e-01   4.0949909e-03   4.0949909e-03   2.8387334e-03   2.3865232e-03   2.3865232e-03
   0.62500   5.3173101e-01   4.7106260e-01   3.2752055e-01   4.0237177e-03   4.0237177e-03   2.7976118e-03   2.3547499e-03   2.3547499e-03
   0.62600   5.3555202e-01   4.7490421e-01   3.3114564e-01   3.9540874e-03   3.9540874e-03   2.7571430e-03   2.3237201e-03   2.3237201e-03
   0.62700   5.3937298e-01   4.7876316e-01   3.3482304e-01   3.8847842e-03   3.8847842e-03   2.7168239e-03   2.2924561e-03   2.2924561e-03
   0.62800   5.4319400e-01   4.8261645e-01   3.3848828e-01   3.8151017e-03   3.8151017e-03   2.6757629e-03   2.2604845e-03   2.2604845e-03
   0.62900   5.4701501e-01   4.8648715e-01   3.4220615e-01   3.7435640e-03   3.7435640e-03   2.6333083e-03   2.2272521e-03   2.2272521e-03
   0.63000   5.5083603e-01   4.9034387e-01   3.4588835e-01   3.6737700e-03   3.6737700e-03   2.5914758e-03   2.1947208e-03   2.1947208e-03
   0.63100   5.5416399e-01   4.9379474e-01   3.4935823e-01   3.6040773e-03   3.6040773e-03   2.5498734e-03   2.1617827e-03   2.1617827e-03
   0.63200   5.5749202e-01   4.9722290e-01   3.5276747e-01   3.5339997e-03   3.5339997e-03   2.5072861e-03   2.1281845e-03   2.1281845e-03
   0.63300   5.6081897e-01   5.0066286e-01   3.5621595e-01   3.4669929e-03   3.4669929e-03   2.4667261e-03   2.0962239e-03   2.0962239e-03
   0.63400   5.6414700e-01   5.0412059e-01   3.5971698e-01   3.4009009e-03   3.4009009e-03   2.4267244e-03   2.0646572e-03   2.0646572e-03
   0.63500   5.6747502e-01   5.0756311e-01   3.6317828e-01   3.3349027e-03   3.3349027e-03   2.3862338e-03   2.0323554e-03   2.0323554e-03
   0.63600   5.7080299e-01   5.1101851e-01   3.6668053e-01   3.2673874e-03   3.2673874e-03   2.3445087e-03   1.9991626e-03   1.9991626e-03
   0.63700   5.7413000e-01   5.1448977e-01   3.7023401e-01   3.2057748e-03   3.2057748e-03   2.3069202e-03   1.9691873e-03   1.9691873e-03
   0.63800   5.7745802e-01   5.1794666e-01   3.7374797e-01   3.1445175e-03   3.1445175e-03   2.2690697e-03   1.9391470e-03   1.9391470e-03
   0.63900   5.8078599e-01   5.2140820e-01   3.7727934e-01   3.0816779e-03   3.0816779e-03   2.2298333e-03   1.9076223e-03   1.9076223e-03
   0.64000   5.8411402e-01   5.2487439e-01   3.8082781e-01   3.0096672e-03   3.0096672e-03   2.1836937e-03   1.8701153e-03   1.8701153e-03
   0.64100   5.8733499e-01   5.2824903e-01   3.8432375e-01   2.9379204e-03   2.9379204e-03   2.1374626e-03   1.8324467e-03   1.8324467e-03
   0.64200   5.9055698e-01   5.3162915e-01   3.8783744e-01   2.8670689e-03   2.8670689e-03   2.0916022e-03   1.7950130e-03   1.7950130e-03
   0.64300   5.9377801e-01   5.3501296e-01   3.9136758e-01   2.7971589e-03   2.7971589e-03   2.0461511e-03   1.7578483e-03   1.7578483e-03
   0.64400   5.9700000e-01   5.3840196e-01   3.9491495e-01   2.7282543e-03   2.7282543e-03   2.0011598e-03   1.7209975e-03   1.7209975e-03
   0.64500   6.0022098e-01   5.4179478e-01   3.9847922e-01   2.6630526e-03   2.6630526e-03   1.9586219e-03   1.6859818e-03   1.6859818e-03
   0.64600   6.0344303e-01   5.4519284e-01   4.0206084e-01   2.5990217e-03   2.5990217e-03   1.9166885e-03   1.6516105e-03   1.6516105e-03
   0.64700   6.0666400e-01   5.4857337e-01   4.0559652e-01   2.5331369e-03   2.5331369e-03   1.8729154e-03   1.6153896e-03   1.6153896e-03
   0.64800   6.0988599e-01   5.5198038e-01   4.0921226e-01   2.4689003e-03   2.4689003e-03   1.8303264e-03   1.5803038e-03   1.5803038e-03
   0.64900   6.1310703e-01   5.5539083e-01   4.1284403e-01   2.4059601e-03   2.4059601e-03   1.7884455e-03   1.5455746e-03   1.5455746e-03
   0.65000   6.1632901e-01   5.5878544e-01   4.1643038e-01   2.3412716e-03   2.3412716e-03   1.7448140e-03   1.5092641e-03   1.5092641e-03
   0.65100   6.1920297e-01   5.6188095e-01   4.1983449e-01   2.2796888e-03   2.2796888e-03   1.7033715e-03   1.4747791e-03   1.4747791e-03
   0.65200   6.2207699e-01   5.6496775e-01   4.2321613e-01   2.2194851e-03   2.2194851e-03   1.6626116e-03   1.4408192e-03   1.4408192e-03
   0.65300   6.2495100e-01   5.6805831e-01   4.2661268e-01   2.1581012e-03   2.1581012e-03   1.6207373e-03   1.4058275e-03   1.4058275e-03
   0.65400   6.2782502e-01   5.7114357e-01   4.2999685e-01   2.1010977e-03   2.1010977e-03   1.5818534e-03   1.3733651e-03   1.3733651e-03
   0.65500   6.3069898e-01   5.7424164e-01   4.3342340e-01   2.0460014e-03   2.0460014e-03   1.5442712e-03   1.3418173e-03   1.3418173e-03
   0.65600   6.3357300e-01   5.7733417e-01   4.3683660e-01   1.9897078e-03   1.9897078e-03   1.5055011e-03   1.3093343e-03   1.3093343e-03
   0.65700   6.3644600e-01   5.8043861e-01   4.4029173e-01   1.9383051e-03   1.9383051e-03   1.4703014e-03   1.2797504e-03   1.2797504e-03
   0.65800   6.3932002e-01   5.8353853e-01   4.4373459e-01   1.8857964e-03   1.8857964e-03   1.4339980e-03   1.2492990e-03   1.2492990e-03
   0.65900   6.4219397e-01   5.8664197e-01   4.4719172e-01   1.8352612e-03   1.8352612e-03   1.3990026e-03   1.2197904e-03   1.2197904e-03
   0.66000   6.4506799e-01   5.8973658e-01   4.5062554e-01   1.7896007e-03   1.7896007e-03   1.3674576e-03   1.1932435e-03   1.1932435e-03
   0.66100   6.4719701e-01   5.9216559e-01   4.5358962e-01   1.7382188e-03   1.7382188e-03   1.3314486e-03   1.1627540e-03   1.1627540e-03
   0.66200   6.4932603e-01   5.9457505e-01   4.5649737e-01   1.6827771e-03   1.6827771e-03   1.2919871e-03   1.1291967e-03   1.1291967e-03
   0.66300   6.5145499e-01   5.9700894e-01   4.5948371e-01   1.6298117e-03   1.6298117e-03   1.2543731e-03   1.0972002e-03   1.0972002e-03
   0.66400   6.5358400e-01   5.9942347e-01   4.6241376e-01   1.5819545e-03   1.5819545e-03   1.2203685e-03   1.0683106e-03   1.0683106e-03
   0.66500   6.5571302e-01   6.0184032e-01   4.6535417e-01   1.5333933e-03   1.5333933e-03   1.1856484e-03   1.0386279e-03   1.0386279e-03
   0.66600   6.5784198e-01   6.0425949e-01   4.6830538e-01   1.4872302e-03   1.4872302e-03   1.1526139e-03   1.0104966e-03   1.0104966e-03
   0.66700   6.5997100e-01   6.0668099e-01   4.7126696e-01   1.4435189e-03   1.4435189e-03   1.1213188e-03   9.8384509e-04   9.8384509e-04
   0.66800   6.6210002e-01   6.0908276e-01   4.7417045e-01   1.3989687e-03   1.3989687e-03   1.0890961e-03   9.5622637e-04   9.5622637e-04
   0.66900   6.6422898e-01   6.1150908e-01   4.7715363e-01   1.3603172e-03   1.3603172e-03   1.0614402e-03   9.3258137e-04   9.3258137e-04
   0.67000   6.6635799e-01   6.1391568e-01   4.8007819e-01   1.3209111e-03   1.3209111e-03   1.0329442e-03   9.0826780e-04   9.0826780e-04
   0.67100   6.6848701e-01   6.1633706e-01   4.8305240e-01   1.2810550e-03   1.2810550e-03   1.0040232e-03   8.8344002e-04   8.8344002e-04
   0.67200   6.7061597e-01   6.1874801e-01   4.8599693e-01   1.2437536e-03   1.2437536e-03   9.7690895e-04   8.6016837e-04   8.6016837e-04
   0.67300   6.7274499e-01   6.2115163e-01   4.8892152e-01   1.2090980e-03   1.2090980e-03   9.5170655e-04   8.3854864e-04   8.3854864e-04
   0.67400   6.7487401e-01   6.2356740e-01   4.9188715e-01   1.1772974e-03   1.1772974e-03   9.2868466e-04   8.1882125e-04   8.1882125e-04
   0.67500   6.7700303e-01   6.2595302e-01   4.9476066e-01   1.1415315e-03   1.1415315e-03   9.0228004e-04   7.9608167e-04   7.9608167e-04
   0.67600   6.7913198e-01   6.2837321e-01   4.9774623e-01   1.1088193e-03   1.1088193e-03   8.7831658e-04   7.7546568e-04   7.7546568e-04
