#  GR700XD order 3 plus CLEAR
#Wavelength      OTE             POM             TMA          Pupil Wheel     Filter Wheel      CTMA          Detector         Final
   1.06000   8.5567498e-01   8.3036381e-01   7.5883466e-01   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   1.06100   8.5573602e-01   8.3042306e-01   7.5888878e-01   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   1.06200   8.5579699e-01   8.3048218e-01   7.5894284e-01   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   1.06300   8.5585803e-01   8.3054143e-01   7.5899696e-01   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   1.06400   8.5591900e-01   8.3062655e-01   7.5914586e-01   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   1.06500   8.5597998e-01   8.3069801e-01   7.5924486e-01   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   1.06600   8.5604101e-01   8.3075726e-01   7.5929898e-01   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   1.06700   8.5610199e-01   8.3081639e-01   7.5935304e-01   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   1.06800   8.5616302e-01   8.3087564e-01   7.5940716e-01   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   1.06900   8.5622400e-01   8.3093482e-01   7.5946128e-01   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   1.07000   8.5628498e-01   8.3100647e-01   7.5956088e-01   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   1.07100   8.5641903e-01   8.3113652e-01   7.5967979e-01   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   1.07200   8.5655200e-01   8.3129138e-01   7.5989199e-01   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   1.07300   8.5668600e-01   8.3142143e-01   7.6001090e-01   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   1.07400   8.5681897e-01   8.3155048e-01   7.6012886e-01   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   1.07500   8.5695302e-01   8.3168054e-01   7.6024777e-01   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   1.07600   8.5708600e-01   8.3182192e-01   7.6041073e-01   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   1.07700   8.5721999e-01   8.3195198e-01   7.6052964e-01   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   1.07800   8.5735297e-01   8.3208102e-01   7.6064759e-01   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   1.07900   8.5748702e-01   8.3221114e-01   7.6076657e-01   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   1.08000   8.5762000e-01   8.3236611e-01   7.6097935e-01   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   1.08100   8.5777801e-01   8.3253193e-01   7.6116514e-01   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   1.08200   8.5793602e-01   8.3268529e-01   7.6130539e-01   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   1.08300   8.5809398e-01   8.3283859e-01   7.6144552e-01   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   1.08400   8.5825199e-01   8.3299196e-01   7.6158577e-01   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   1.08500   8.5841000e-01   8.3314532e-01   7.6172596e-01   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   1.08600   8.5856801e-01   8.3329868e-01   7.6186621e-01   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   1.08700   8.5872602e-01   8.3346438e-01   7.6205152e-01   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   1.08800   8.5888398e-01   8.3361769e-01   7.6219165e-01   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   1.08900   8.5904199e-01   8.3379704e-01   7.6242691e-01   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   1.09000   8.5920000e-01   8.3395040e-01   7.6256716e-01   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   1.09100   8.5930502e-01   8.3405232e-01   7.6266038e-01   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   1.09200   8.5940897e-01   8.3415323e-01   7.6275265e-01   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   1.09300   8.5951400e-01   8.3426750e-01   7.6289093e-01   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   1.09400   8.5961902e-01   8.3436942e-01   7.6298416e-01   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   1.09500   8.5972399e-01   8.3447134e-01   7.6307732e-01   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   1.09600   8.5982800e-01   8.3457226e-01   7.6316959e-01   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   1.09700   8.5993302e-01   8.3470023e-01   7.6335800e-01   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   1.09800   8.6003798e-01   8.3480215e-01   7.6345122e-01   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   1.09900   8.6014199e-01   8.3490312e-01   7.6354355e-01   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   1.10000   8.6024702e-01   8.3501732e-01   7.6368183e-01   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   1.10100   8.6035502e-01   8.3512217e-01   7.6377773e-01   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   1.10200   8.6046398e-01   8.3522797e-01   7.6387447e-01   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   1.10300   8.6057198e-01   8.3535880e-01   7.6406550e-01   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   1.10400   8.6068100e-01   8.3546460e-01   7.6416230e-01   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   1.10500   8.6078900e-01   8.3556944e-01   7.6425821e-01   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   1.10600   8.6089802e-01   8.3568764e-01   7.6440018e-01   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   1.10700   8.6100602e-01   8.3579248e-01   7.6449609e-01   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   1.10800   8.6111403e-01   8.3592331e-01   7.6468718e-01   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   1.10900   8.6122298e-01   8.3602911e-01   7.6478398e-01   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   1.11000   8.6133099e-01   8.3613396e-01   7.6487988e-01   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   1.11100   8.6140901e-01   8.3620971e-01   7.6494920e-01   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   1.11200   8.6148697e-01   8.3628535e-01   7.6501840e-01   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   1.11300   8.6156601e-01   8.3640045e-01   7.6522893e-01   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   1.11400   8.6164403e-01   8.3647621e-01   7.6529825e-01   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   1.11500   8.6172199e-01   8.3655190e-01   7.6536751e-01   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   1.11600   8.6180001e-01   8.3662760e-01   7.6543677e-01   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   1.11700   8.6187798e-01   8.3670330e-01   7.6550603e-01   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   1.11800   8.6195600e-01   8.3677906e-01   7.6557535e-01   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   1.11900   8.6203402e-01   8.3688086e-01   7.6573998e-01   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   1.12000   8.6211199e-01   8.3695656e-01   7.6580924e-01   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   1.12100   8.6218899e-01   8.3704382e-01   7.6592338e-01   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   1.12200   8.6226600e-01   8.3711857e-01   7.6599181e-01   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   1.12300   8.6234301e-01   8.3719331e-01   7.6606017e-01   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   1.12400   8.6242002e-01   8.3729398e-01   7.6622343e-01   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   1.12500   8.6249697e-01   8.3736873e-01   7.6629180e-01   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   1.12600   8.6257398e-01   8.3744347e-01   7.6636022e-01   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   1.12700   8.6265099e-01   8.3751822e-01   7.6642865e-01   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   1.12800   8.6272800e-01   8.3759302e-01   7.6649708e-01   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   1.12900   8.6280501e-01   8.3766776e-01   7.6656550e-01   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   1.13000   8.6288202e-01   8.3778107e-01   7.6677501e-01   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   1.13100   8.6294198e-01   8.3783931e-01   7.6682836e-01   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   1.13200   8.6300302e-01   8.3789855e-01   7.6688254e-01   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   1.13300   8.6306298e-01   8.3795679e-01   7.6693588e-01   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   1.13400   8.6312300e-01   8.3801508e-01   7.6698923e-01   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   1.13500   8.6318302e-01   8.3809936e-01   7.6713789e-01   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   1.13600   8.6324298e-01   8.3815759e-01   7.6719117e-01   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   1.13700   8.6330301e-01   8.3821589e-01   7.6724452e-01   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   1.13800   8.6336303e-01   8.3827418e-01   7.6729792e-01   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   1.13900   8.6342299e-01   8.3834475e-01   7.6739645e-01   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   1.14000   8.6348301e-01   8.3842909e-01   7.6754522e-01   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   1.14100   8.6347800e-01   8.3842427e-01   7.6754081e-01   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   1.14200   8.6347300e-01   8.3841938e-01   7.6753634e-01   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   1.14300   8.6346799e-01   8.3841449e-01   7.6753187e-01   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   1.14400   8.6346298e-01   8.3840966e-01   7.6752746e-01   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   1.14500   8.6345798e-01   8.3840477e-01   7.6752299e-01   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   1.14600   8.6345297e-01   8.3842599e-01   7.6761389e-01   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   1.14700   8.6344802e-01   8.3842117e-01   7.6760948e-01   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   1.14800   8.6344302e-01   8.3841628e-01   7.6760501e-01   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   1.14900   8.6343801e-01   8.3842397e-01   7.6764637e-01   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   1.15000   8.6343300e-01   8.3841908e-01   7.6764190e-01   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   1.15100   8.6338598e-01   8.3839947e-01   7.6769555e-01   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   1.15200   8.6333799e-01   8.3835286e-01   7.6765287e-01   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   1.15300   8.6329001e-01   8.3830625e-01   7.6761019e-01   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   1.15400   8.6324197e-01   8.3825964e-01   7.6756746e-01   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   1.15500   8.6319500e-01   8.3821404e-01   7.6752573e-01   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   1.15600   8.6314702e-01   8.3819330e-01   7.6757783e-01   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   1.15700   8.6309898e-01   8.3814663e-01   7.6753509e-01   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   1.15800   8.6305100e-01   8.3810008e-01   7.6749247e-01   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   1.15900   8.6300403e-01   8.3806694e-01   7.6749641e-01   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   1.16000   8.6295599e-01   8.3802027e-01   7.6745367e-01   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   1.16100   8.6293399e-01   8.3802497e-01   7.6752949e-01   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   1.16200   8.6291200e-01   8.3800358e-01   7.6750988e-01   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   1.16300   8.6288899e-01   8.3798128e-01   7.6748949e-01   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   1.16400   8.6286700e-01   8.3795989e-01   7.6746988e-01   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   1.16500   8.6284500e-01   8.3793855e-01   7.6745033e-01   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   1.16600   8.6282301e-01   8.3794320e-01   7.6752603e-01   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   1.16700   8.6280102e-01   8.3792186e-01   7.6750654e-01   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   1.16800   8.6277801e-01   8.3789951e-01   7.6748604e-01   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   1.16900   8.6275601e-01   8.3789057e-01   7.6751214e-01   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   1.17000   8.6273402e-01   8.3789521e-01   7.6758790e-01   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   1.17100   8.6269498e-01   8.3785731e-01   7.6755315e-01   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   1.17200   8.6265600e-01   8.3781946e-01   7.6751846e-01   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   1.17300   8.6261702e-01   8.3778161e-01   7.6748383e-01   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   1.17400   8.6257797e-01   8.3776963e-01   7.6754427e-01   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   1.17500   8.6253899e-01   8.3773178e-01   7.6750958e-01   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   1.17600   8.6250001e-01   8.3769393e-01   7.6747489e-01   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   1.17700   8.6246097e-01   8.3765602e-01   7.6744014e-01   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   1.17800   8.6242199e-01   8.3761817e-01   7.6740551e-01   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   1.17900   8.6238301e-01   8.3761877e-01   7.6751173e-01   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   1.18000   8.6234403e-01   8.3758086e-01   7.6747698e-01   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   1.18100   8.6235601e-01   8.3759254e-01   7.6748770e-01   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   1.18200   8.6236799e-01   8.3763009e-01   7.6759350e-01   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   1.18300   8.6238003e-01   8.3764184e-01   7.6760423e-01   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   1.18400   8.6239201e-01   8.3765346e-01   7.6761490e-01   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   1.18500   8.6240399e-01   8.3766508e-01   7.6762557e-01   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   1.18600   8.6241603e-01   8.3770281e-01   7.6773149e-01   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   1.18700   8.6242801e-01   8.3772689e-01   7.6778787e-01   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   1.18800   8.6243999e-01   8.3773851e-01   7.6779848e-01   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   1.18900   8.6245197e-01   8.3775014e-01   7.6780915e-01   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   1.19000   8.6246401e-01   8.3778781e-01   7.6791507e-01   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   1.19100   8.6252701e-01   8.3784902e-01   7.6797122e-01   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   1.19200   8.6259001e-01   8.3791018e-01   7.6802725e-01   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   1.19300   8.6265397e-01   8.3799827e-01   7.6817936e-01   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   1.19400   8.6271697e-01   8.3805948e-01   7.6823550e-01   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   1.19500   8.6277997e-01   8.3813316e-01   7.6833731e-01   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   1.19600   8.6284399e-01   8.3819532e-01   7.6839429e-01   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   1.19700   8.6290699e-01   8.3828247e-01   7.6854557e-01   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   1.19800   8.6296999e-01   8.3834368e-01   7.6860172e-01   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   1.19900   8.6303401e-01   8.3840591e-01   7.6865876e-01   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   1.20000   8.6309701e-01   8.3849323e-01   7.6881063e-01   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   1.20100   8.6307502e-01   8.3847183e-01   7.6879102e-01   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   1.20200   8.6305398e-01   8.3845145e-01   7.6877230e-01   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   1.20300   8.6303198e-01   8.3846849e-01   7.6889366e-01   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   1.20400   8.6301100e-01   8.3844811e-01   7.6887494e-01   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   1.20500   8.6298901e-01   8.3842671e-01   7.6885533e-01   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   1.20600   8.6296701e-01   8.3843130e-01   7.6893091e-01   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   1.20700   8.6294597e-01   8.3841085e-01   7.6891214e-01   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   1.20800   8.6292398e-01   8.3838946e-01   7.6889253e-01   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   1.20900   8.6290199e-01   8.3840650e-01   7.6901382e-01   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   1.21000   8.6288100e-01   8.3838612e-01   7.6899511e-01   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   1.21100   8.6287701e-01   8.3838224e-01   7.6899153e-01   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   1.21200   8.6287397e-01   8.3840537e-01   7.6908451e-01   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   1.21300   8.6287099e-01   8.3840251e-01   7.6908189e-01   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   1.21400   8.6286700e-01   8.3839858e-01   7.6907831e-01   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   1.21500   8.6286402e-01   8.3843410e-01   7.6921654e-01   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   1.21600   8.6286002e-01   8.3843017e-01   7.6921290e-01   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   1.21700   8.6285698e-01   8.3842725e-01   7.6921022e-01   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   1.21800   8.6285299e-01   8.3844936e-01   7.6930225e-01   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   1.21900   8.6285001e-01   8.3844650e-01   7.6929963e-01   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   1.22000   8.6284602e-01   8.3844262e-01   7.6929605e-01   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   1.22100   8.6286902e-01   8.3849090e-01   7.6941168e-01   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   1.22200   8.6289197e-01   8.3852565e-01   7.6947784e-01   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   1.22300   8.6291498e-01   8.3857405e-01   7.6959401e-01   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   1.22400   8.6293697e-01   8.3859545e-01   7.6961362e-01   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   1.22500   8.6295998e-01   8.3861780e-01   7.6963413e-01   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   1.22600   8.6298299e-01   8.3866608e-01   7.6974976e-01   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   1.22700   8.6300600e-01   8.3870083e-01   7.6981592e-01   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   1.22800   8.6302799e-01   8.3872223e-01   7.6983553e-01   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   1.22900   8.6305100e-01   8.3877063e-01   7.6995170e-01   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   1.23000   8.6307400e-01   8.3879304e-01   7.6997232e-01   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   1.23100   8.6314601e-01   8.3888888e-01   7.7013159e-01   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   1.23200   8.6321801e-01   8.3895886e-01   7.7019584e-01   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   1.23300   8.6328900e-01   8.3904028e-01   7.7030480e-01   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   1.23400   8.6336100e-01   8.3913630e-01   7.7046472e-01   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   1.23500   8.6343300e-01   8.3920628e-01   7.7052897e-01   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   1.23600   8.6350501e-01   8.3930218e-01   7.7068841e-01   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   1.23700   8.6357701e-01   8.3937216e-01   7.7075267e-01   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
